row_index,dataset_role,target,generation_group,experiment_id
498,train,mass_measurement_error,heat_balance_family_0124,HB_00499
499,train,insufficient_mixing,heat_balance_family_0124,HB_00500
500,train,normal,heat_balance_family_0125,HB_00501
501,train,heat_loss,heat_balance_family_0125,HB_00502
502,train,mass_measurement_error,heat_balance_family_0125,HB_00503
503,train,insufficient_mixing,heat_balance_family_0125,HB_00504
504,train,normal,heat_balance_family_0126,HB_00505
505,train,heat_loss,heat_balance_family_0126,HB_00506
506,train,mass_measurement_error,heat_balance_family_0126,HB_00507
507,train,insufficient_mixing,heat_balance_family_0126,HB_00508
508,validation,normal,heat_balance_family_0127,HB_00509
509,validation,heat_loss,heat_balance_family_0127,HB_00510
510,validation,mass_measurement_error,heat_balance_family_0127,HB_00511
511,validation,insufficient_mixing,heat_balance_family_0127,HB_00512
512,test,normal,heat_balance_family_0128,HB_00513
513,test,heat_loss,heat_balance_family_0128,HB_00514
514,test,mass_measurement_error,heat_balance_family_0128,HB_00515
515,test,insufficient_mixing,heat_balance_family_0128,HB_00516
516,train,normal,heat_balance_family_0129,HB_00517
517,train,heat_loss,heat_balance_family_0129,HB_00518
518,train,mass_measurement_error,heat_balance_family_0129,HB_00519
519,train,insufficient_mixing,heat_balance_family_0129,HB_00520
520,train,normal,heat_balance_family_0130,HB_00521
521,train,heat_loss,heat_balance_family_0130,HB_00522
522,train,mass_measurement_error,heat_balance_family_0130,HB_00523
523,train,insufficient_mixing,heat_balance_family_0130,HB_00524
524,test,normal,heat_balance_family_0131,HB_00525
525,test,heat_loss,heat_balance_family_0131,HB_00526
526,test,mass_measurement_error,heat_balance_family_0131,HB_00527
527,test,insufficient_mixing,heat_balance_family_0131,HB_00528
528,test,normal,heat_balance_family_0132,HB_00529
529,test,heat_loss,heat_balance_family_0132,HB_00530
530,test,mass_measurement_error,heat_balance_family_0132,HB_00531
531,test,insufficient_mixing,heat_balance_family_0132,HB_00532
532,test,normal,heat_balance_family_0133,HB_00533
533,test,heat_loss,heat_balance_family_0133,HB_00534
534,test,mass_measurement_error,heat_balance_family_0133,HB_00535
535,test,insufficient_mixing,heat_balance_family_0133,HB_00536
536,validation,normal,heat_balance_family_0134,HB_00537
537,validation,heat_loss,heat_balance_family_0134,HB_00538
538,validation,mass_measurement_error,heat_balance_family_0134,HB_00539
539,validation,insufficient_mixing,heat_balance_family_0134,HB_00540
540,train,normal,heat_balance_family_0135,HB_00541
541,train,heat_loss,heat_balance_family_0135,HB_00542
542,train,mass_measurement_error,heat_balance_family_0135,HB_00543
543,train,insufficient_mixing,heat_balance_family_0135,HB_00544
544,validation,normal,heat_balance_family_0136,HB_00545
545,validation,heat_loss,heat_balance_family_0136,HB_00546
546,validation,mass_measurement_error,heat_balance_family_0136,HB_00547
547,validation,insufficient_mixing,heat_balance_family_0136,HB_00548
548,train,normal,heat_balance_family_0137,HB_00549
549,train,heat_loss,heat_balance_family_0137,HB_00550
550,train,mass_measurement_error,heat_balance_family_0137,HB_00551
551,train,insufficient_mixing,heat_balance_family_0137,HB_00552
552,train,normal,heat_balance_family_0138,HB_00553
553,train,heat_loss,heat_balance_family_0138,HB_00554
554,train,mass_measurement_error,heat_balance_family_0138,HB_00555
555,train,insufficient_mixing,heat_balance_family_0138,HB_00556
556,train,normal,heat_balance_family_0139,HB_00557
557,train,heat_loss,heat_balance_family_0139,HB_00558
558,train,mass_measurement_error,heat_balance_family_0139,HB_00559
559,train,insufficient_mixing,heat_balance_family_0139,HB_00560
560,validation,normal,heat_balance_family_0140,HB_00561
561,validation,heat_loss,heat_balance_family_0140,HB_00562
562,validation,mass_measurement_error,heat_balance_family_0140,HB_00563
563,validation,insufficient_mixing,heat_balance_family_0140,HB_00564
564,validation,normal,heat_balance_family_0141,HB_00565
565,validation,heat_loss,heat_balance_family_0141,HB_00566
566,validation,mass_measurement_error,heat_balance_family_0141,HB_00567
567,validation,insufficient_mixing,heat_balance_family_0141,HB_00568
568,test,normal,heat_balance_family_0142,HB_00569
569,test,heat_loss,heat_balance_family_0142,HB_00570
570,test,mass_measurement_error,heat_balance_family_0142,HB_00571
571,test,insufficient_mixing,heat_balance_family_0142,HB_00572
572,test,normal,heat_balance_family_0143,HB_00573
573,test,heat_loss,heat_balance_family_0143,HB_00574
574,test,mass_measurement_error,heat_balance_family_0143,HB_00575
575,test,insufficient_mixing,heat_balance_family_0143,HB_00576
576,test,normal,heat_balance_family_0144,HB_00577
577,test,heat_loss,heat_balance_family_0144,HB_00578
578,test,mass_measurement_error,heat_balance_family_0144,HB_00579
579,test,insufficient_mixing,heat_balance_family_0144,HB_00580
580,train,normal,heat_balance_family_0145,HB_00581
581,train,heat_loss,heat_balance_family_0145,HB_00582
582,train,mass_measurement_error,heat_balance_family_0145,HB_00583
583,train,insufficient_mixing,heat_balance_family_0145,HB_00584
584,test,normal,heat_balance_family_0146,HB_00585
585,test,heat_loss,heat_balance_family_0146,HB_00586
586,test,mass_measurement_error,heat_balance_family_0146,HB_00587
587,test,insufficient_mixing,heat_balance_family_0146,HB_00588
588,validation,normal,heat_balance_family_0147,HB_00589
589,validation,heat_loss,heat_balance_family_0147,HB_00590
590,validation,mass_measurement_error,heat_balance_family_0147,HB_00591
591,validation,insufficient_mixing,heat_balance_family_0147,HB_00592
592,train,normal,heat_balance_family_0148,HB_00593
593,train,heat_loss,heat_balance_family_0148,HB_00594
594,train,mass_measurement_error,heat_balance_family_0148,HB_00595
595,train,insufficient_mixing,heat_balance_family_0148,HB_00596
596,train,normal,heat_balance_family_0149,HB_00597
597,train,heat_loss,heat_balance_family_0149,HB_00598
598,train,mass_measurement_error,heat_balance_family_0149,HB_00599
599,train,insufficient_mixing,heat_balance_family_0149,HB_00600
600,train,normal,heat_balance_family_0150,HB_00601
601,train,heat_loss,heat_balance_family_0150,HB_00602
602,train,mass_measurement_error,heat_balance_family_0150,HB_00603
603,train,insufficient_mixing,heat_balance_family_0150,HB_00604
604,train,normal,heat_balance_family_0151,HB_00605
605,train,heat_loss,heat_balance_family_0151,HB_00606
606,train,mass_measurement_error,heat_balance_family_0151,HB_00607
607,train,insufficient_mixing,heat_balance_family_0151,HB_00608
608,test,normal,heat_balance_family_0152,HB_00609
609,test,heat_loss,heat_balance_family_0152,HB_00610
610,test,mass_measurement_error,heat_balance_family_0152,HB_00611
611,test,insufficient_mixing,heat_balance_family_0152,HB_00612
612,train,normal,heat_balance_family_0153,HB_00613
613,train,heat_loss,heat_balance_family_0153,HB_00614
614,train,mass_measurement_error,heat_balance_family_0153,HB_00615
615,train,insufficient_mixing,heat_balance_family_0153,HB_00616
616,test,normal,heat_balance_family_0154,HB_00617
617,test,heat_loss,heat_balance_family_0154,HB_00618
618,test,mass_measurement_error,heat_balance_family_0154,HB_00619
619,test,insufficient_mixing,heat_balance_family_0154,HB_00620
620,train,normal,heat_balance_family_0155,HB_00621
621,train,heat_loss,heat_balance_family_0155,HB_00622
622,train,mass_measurement_error,heat_balance_family_0155,HB_00623
623,train,insufficient_mixing,heat_balance_family_0155,HB_00624
624,test,normal,heat_balance_family_0156,HB_00625
625,test,heat_loss,heat_balance_family_0156,HB_00626
626,test,mass_measurement_error,heat_balance_family_0156,HB_00627
627,test,insufficient_mixing,heat_balance_family_0156,HB_00628
628,validation,normal,heat_balance_family_0157,HB_00629
629,validation,heat_loss,heat_balance_family_0157,HB_00630
630,validation,mass_measurement_error,heat_balance_family_0157,HB_00631
631,validation,insufficient_mixing,heat_balance_family_0157,HB_00632
632,test,normal,heat_balance_family_0158,HB_00633
633,test,heat_loss,heat_balance_family_0158,HB_00634
634,test,mass_measurement_error,heat_balance_family_0158,HB_00635
635,test,insufficient_mixing,heat_balance_family_0158,HB_00636
636,train,normal,heat_balance_family_0159,HB_00637
637,train,heat_loss,heat_balance_family_0159,HB_00638
638,train,mass_measurement_error,heat_balance_family_0159,HB_00639
639,train,insufficient_mixing,heat_balance_family_0159,HB_00640
