row_index,dataset_role,target,generation_group,experiment_id
526,test,volume_instability,isochoric_family_0131,IS_00527
527,test,temperature_sensor_lag,isochoric_family_0131,IS_00528
528,test,normal,isochoric_family_0132,IS_00529
529,test,air_leak,isochoric_family_0132,IS_00530
530,test,volume_instability,isochoric_family_0132,IS_00531
531,test,temperature_sensor_lag,isochoric_family_0132,IS_00532
532,test,normal,isochoric_family_0133,IS_00533
533,test,air_leak,isochoric_family_0133,IS_00534
534,test,volume_instability,isochoric_family_0133,IS_00535
535,test,temperature_sensor_lag,isochoric_family_0133,IS_00536
536,validation,normal,isochoric_family_0134,IS_00537
537,validation,air_leak,isochoric_family_0134,IS_00538
538,validation,volume_instability,isochoric_family_0134,IS_00539
539,validation,temperature_sensor_lag,isochoric_family_0134,IS_00540
540,train,normal,isochoric_family_0135,IS_00541
541,train,air_leak,isochoric_family_0135,IS_00542
542,train,volume_instability,isochoric_family_0135,IS_00543
543,train,temperature_sensor_lag,isochoric_family_0135,IS_00544
544,validation,normal,isochoric_family_0136,IS_00545
545,validation,air_leak,isochoric_family_0136,IS_00546
546,validation,volume_instability,isochoric_family_0136,IS_00547
547,validation,temperature_sensor_lag,isochoric_family_0136,IS_00548
548,train,normal,isochoric_family_0137,IS_00549
549,train,air_leak,isochoric_family_0137,IS_00550
550,train,volume_instability,isochoric_family_0137,IS_00551
551,train,temperature_sensor_lag,isochoric_family_0137,IS_00552
552,train,normal,isochoric_family_0138,IS_00553
553,train,air_leak,isochoric_family_0138,IS_00554
554,train,volume_instability,isochoric_family_0138,IS_00555
555,train,temperature_sensor_lag,isochoric_family_0138,IS_00556
556,train,normal,isochoric_family_0139,IS_00557
557,train,air_leak,isochoric_family_0139,IS_00558
558,train,volume_instability,isochoric_family_0139,IS_00559
559,train,temperature_sensor_lag,isochoric_family_0139,IS_00560
560,validation,normal,isochoric_family_0140,IS_00561
561,validation,air_leak,isochoric_family_0140,IS_00562
562,validation,volume_instability,isochoric_family_0140,IS_00563
563,validation,temperature_sensor_lag,isochoric_family_0140,IS_00564
564,validation,normal,isochoric_family_0141,IS_00565
565,validation,air_leak,isochoric_family_0141,IS_00566
566,validation,volume_instability,isochoric_family_0141,IS_00567
567,validation,temperature_sensor_lag,isochoric_family_0141,IS_00568
568,test,normal,isochoric_family_0142,IS_00569
569,test,air_leak,isochoric_family_0142,IS_00570
570,test,volume_instability,isochoric_family_0142,IS_00571
571,test,temperature_sensor_lag,isochoric_family_0142,IS_00572
572,test,normal,isochoric_family_0143,IS_00573
573,test,air_leak,isochoric_family_0143,IS_00574
574,test,volume_instability,isochoric_family_0143,IS_00575
575,test,temperature_sensor_lag,isochoric_family_0143,IS_00576
576,test,normal,isochoric_family_0144,IS_00577
577,test,air_leak,isochoric_family_0144,IS_00578
578,test,volume_instability,isochoric_family_0144,IS_00579
579,test,temperature_sensor_lag,isochoric_family_0144,IS_00580
580,train,normal,isochoric_family_0145,IS_00581
581,train,air_leak,isochoric_family_0145,IS_00582
582,train,volume_instability,isochoric_family_0145,IS_00583
583,train,temperature_sensor_lag,isochoric_family_0145,IS_00584
584,test,normal,isochoric_family_0146,IS_00585
585,test,air_leak,isochoric_family_0146,IS_00586
586,test,volume_instability,isochoric_family_0146,IS_00587
587,test,temperature_sensor_lag,isochoric_family_0146,IS_00588
588,validation,normal,isochoric_family_0147,IS_00589
589,validation,air_leak,isochoric_family_0147,IS_00590
590,validation,volume_instability,isochoric_family_0147,IS_00591
591,validation,temperature_sensor_lag,isochoric_family_0147,IS_00592
592,train,normal,isochoric_family_0148,IS_00593
593,train,air_leak,isochoric_family_0148,IS_00594
594,train,volume_instability,isochoric_family_0148,IS_00595
595,train,temperature_sensor_lag,isochoric_family_0148,IS_00596
596,train,normal,isochoric_family_0149,IS_00597
597,train,air_leak,isochoric_family_0149,IS_00598
598,train,volume_instability,isochoric_family_0149,IS_00599
599,train,temperature_sensor_lag,isochoric_family_0149,IS_00600
600,train,normal,isochoric_family_0150,IS_00601
601,train,air_leak,isochoric_family_0150,IS_00602
602,train,volume_instability,isochoric_family_0150,IS_00603
603,train,temperature_sensor_lag,isochoric_family_0150,IS_00604
604,train,normal,isochoric_family_0151,IS_00605
605,train,air_leak,isochoric_family_0151,IS_00606
606,train,volume_instability,isochoric_family_0151,IS_00607
607,train,temperature_sensor_lag,isochoric_family_0151,IS_00608
608,test,normal,isochoric_family_0152,IS_00609
609,test,air_leak,isochoric_family_0152,IS_00610
610,test,volume_instability,isochoric_family_0152,IS_00611
611,test,temperature_sensor_lag,isochoric_family_0152,IS_00612
612,train,normal,isochoric_family_0153,IS_00613
613,train,air_leak,isochoric_family_0153,IS_00614
614,train,volume_instability,isochoric_family_0153,IS_00615
615,train,temperature_sensor_lag,isochoric_family_0153,IS_00616
616,test,normal,isochoric_family_0154,IS_00617
617,test,air_leak,isochoric_family_0154,IS_00618
618,test,volume_instability,isochoric_family_0154,IS_00619
619,test,temperature_sensor_lag,isochoric_family_0154,IS_00620
620,train,normal,isochoric_family_0155,IS_00621
621,train,air_leak,isochoric_family_0155,IS_00622
622,train,volume_instability,isochoric_family_0155,IS_00623
623,train,temperature_sensor_lag,isochoric_family_0155,IS_00624
624,test,normal,isochoric_family_0156,IS_00625
625,test,air_leak,isochoric_family_0156,IS_00626
626,test,volume_instability,isochoric_family_0156,IS_00627
627,test,temperature_sensor_lag,isochoric_family_0156,IS_00628
628,validation,normal,isochoric_family_0157,IS_00629
629,validation,air_leak,isochoric_family_0157,IS_00630
630,validation,volume_instability,isochoric_family_0157,IS_00631
631,validation,temperature_sensor_lag,isochoric_family_0157,IS_00632
632,test,normal,isochoric_family_0158,IS_00633
633,test,air_leak,isochoric_family_0158,IS_00634
634,test,volume_instability,isochoric_family_0158,IS_00635
635,test,temperature_sensor_lag,isochoric_family_0158,IS_00636
636,train,normal,isochoric_family_0159,IS_00637
637,train,air_leak,isochoric_family_0159,IS_00638
638,train,volume_instability,isochoric_family_0159,IS_00639
639,train,temperature_sensor_lag,isochoric_family_0159,IS_00640
